id,name,price,point
53,Bếp từ đôi lắp âm Bosch PPI82566VN,,4.5
54,Bếp từ 3 vùng nấu lắp âm Bosch PUJ611BB5E,,
55,Bếp từ hồng ngoại lắp âm Rapido RC4200DS,3.650.000₫,4
56,Bếp từ Pramie PRMY-1102,,
57,Bếp từ AVA FS-IC324,,4.4
58,Bếp từ đôi lắp âm Hawonkoo CEH-222-II,,4.4
59,Bếp từ đôi lắp âm Hafele HC-I7325B (533.09.979),,
60,Bếp từ hồng ngoại lắp âm Kangaroo KG499N,,4
61,Bếp từ hồng ngoại lắp âm Junger SIS-68,,4.8
62,Bếp từ đôi lắp âm Kangaroo KG855i,,3.6
63,Bếp từ đôi lắp âm Midea MC-IH3520,,3.7
64,Bếp từ 4 vùng nấu lắp âm Bosch PXE875DC1E,18.390.000₫,
65,Bếp từ đôi lắp âm BlueStone ICB-6833,,4.1
66,Bếp từ hồng ngoại lắp âm Ferroli IC4200DD,3.990.000₫,2.5
67,Bếp từ đôi Hafele HS-I5521FG (536.66.850),,5
68,Bếp từ hồng ngoại lắp âm Hawonkoo CEH-210-IF,,4.2
69,Bếp từ hồng ngoại lắp âm Hawonkoo CEH-223-IF,,4
70,Bếp từ 3 vùng nấu lắp âm Bosch PXJ675DC1E,,5
71,Bếp từ 4 vùng nấu Samsung Bespoke NZ64B5067YY/SV,,
72,Bếp từ đôi lắp âm Pramie PRMY-S1,,5
73,Bếp từ đôi lắp âm Kangaroo KG498N,,4.2
74,Bếp từ đôi lắp âm Malloca MH-7320I,5.890.000₫,4.3
75,Bếp từ Kangaroo KG18IH1,,4.3
76,Bếp từ 3 vùng nấu lắp âm Hafele HC-IS773EA (535.02.242),,4.0
77,Bếp từ hồng ngoại 3 vùng nấu lắp âm Junger CEJ-300-IIF,,4.5
78,Bếp từ đôi lắp âm BlueStone ICB-6948,,4.4
79,Bếp từ hồng ngoại lắp âm Chef's EH-MIX220,,
80,Bếp từ Midea MI-B2015DE(C),,4.5
81,Bếp từ Rapido RI2000ES,,4.2
82,Bếp từ hồng ngoại lắp âm Sunhouse Mama MMB9200MIX,,4.5
83,Bếp từ hồng ngoại lắp âm Pramie 2101,,4.3
84,Bếp từ đôi lắp âm Pramie 2201,,4.9
85,Bếp từ đôi lắp âm Pramie 2205,,4.8
86,Bếp từ hồng ngoại 3 vùng nấu lắp âm Kangaroo KG446i,5.690.000₫,3.5
87,Bếp từ đôi lắp âm KAFF KF-HID7348II,,
88,Bếp từ đôi Pramie PRDE-2223,,
89,Bếp từ hồng ngoại lắp âm Malloca MH-7311IR,,3.5
90,Bếp từ BlueStone ICB-6728,,3.9
91,Bếp từ Midea MI-T2120DA,,4.3
92,Bếp từ Midea MI-T2120DD,,4.5
93,Bếp từ Kangaroo KG18IH2,,4.2
94,Bếp từ đôi lắp âm Sunhouse Mama MMB9201DIH,,4.3
95,Bếp từ 4 vùng nấu lắp âm Electrolux EIV644,,
96,Bếp từ 3 vùng nấu lắp âm Kangaroo KG836i,,
97,Bếp từ hồng ngoại lắp âm Pramie 2105,,5
98,Bếp từ đôi lắp âm Chef's EH - DIH328,,4.3
99,Bếp từ đôi Dreamer DKA-DIC135G,,4.2
100,Bếp từ đôi lắp âm Malloca MI 732SL,,
101,Bếp từ đôi lắp âm Malloca MH-02IS,,
102,Bếp từ 4 vùng nấu lắp âm Bosch PXE675DC1E,,
103,Bếp từ hồng ngoại lắp âm KAFF KF-FL108,,
104,Bếp từ 4 vùng nấu lắp âm Electrolux EHXD875FAK,,3.8
105,Bếp từ 3 vùng nấu lắp âm Electrolux LIT60342,,5
106,Bếp từ đôi lắp âm Electrolux EHI7280BB,,3.9
107,Bếp từ đôi lắp âm Electrolux EHI7260BB,,3.8
108,Bếp từ đôi lắp âm Chef's EH - DIH220,,4.4
109,Bếp từ đôi lắp âm Teka IBC 7320 D,,4.7
110,Bếp từ hồng ngoại lắp âm Teka HIC 7320 D,,4.2
111,Bếp từ đôi lắp âm Chef's EH - DIH203,,3
112,Bếp từ hồng ngoại 3 vùng nấu lắp âm Pramie PRTH-3201,,4.5
113,Bếp từ đôi lắp âm Sakura SE-1270B,,4
114,Bếp từ hồng ngoại lắp âm Sakura SE-3260B,,
115,Bếp từ 4 vùng nấu lắp âm Bosch PVS775FC5E,,5
116,Bếp từ hồng ngoại 3 vùng nấu lắp âm KAFF KF-IC3801,,
117,Bếp từ hồng ngoại lắp âm KAFF KF-FL105IC,,
118,Bếp từ đôi lắp âm KAFF KF-073II,,4.5
119,Bếp từ hồng ngoại lắp âm KAFF KF-073IC,7.990.000₫,
120,Bếp từ ga lắp âm KAFF KF-088IG,7.990.000₫,
