id,name,price,point
78,Máy lạnh Toshiba Inverter 1 HP RAS-H10E2KCVG-V,11.590.000₫,4.0
79,Máy lạnh Funiki Inverter 2.5 HP HIC24TMU.ST3,,3.8
80,Máy lạnh Sharp Inverter 2 HP AH-XP18BSW,16.290.000₫,4.5
81,Máy lạnh Casper Inverter 2 HP IC-18TL32,11.490.000₫,4.3
82,Máy lạnh 2 chiều LG Inverter 1 HP B10END1,12.790.000₫,4.2
83,Máy lạnh Sharp Inverter 1.5 HP AH-XP13BSW,11.390.000₫,4.4
84,Máy lạnh âm trần LG Inverter 3 HP ZTNQ30GNLE0,,3.3
85,Máy lạnh Daikin Inverter 2 HP FTKY50WVMV,22.990.000₫,4.6
86,Máy lạnh 2 chiều LG Inverter 1.5 HP B13END1,14.790.000₫,4.6
87,Máy lạnh âm trần LG Inverter 2 HP ZTNQ18GPLA0,,4
88,Máy lạnh Daikin Inverter 2 HP FTKF50XVMV,18.640.000₫,4.4
89,Máy lạnh 2 chiều Inverter 1 HP Casper XH-09IF35,10.590.000₫,4.3
90,Máy lạnh Daikin Inverter 2.5 HP FTKF60YVMV,,
91,Máy lạnh 2 chiều Casper Inverter 2 HP GH-18IS35,,
92,Máy lạnh Daikin Inverter 2 HP FTKZ50VVMV,,2.5
93,Máy lạnh Daikin Inverter 3 HP FTKY71WVMV,,4
94,Máy lạnh tủ đứng LG Inverter 5 HP ZPNQ48GT3A0,44.840.000₫,4.3
95,Máy lạnh Samsung Wind-Free Inverter 1 HP AR10CYECAWKNSV,,4.6
96,Máy lạnh 2 chiều Gree Inverter 1 HP CHARM9HI,,5
97,Máy lạnh 2 chiều Gree Inverter 1.5 HP CHARM12HI,,5
98,Máy lạnh âm trần 1 hướng Samsung Wind-Free Inverter 2 HP AC052TN1DKC/EA,,
99,Máy lạnh Comfee Inverter 3 HP CFS-28VAFF-V,,4.3
100,Máy lạnh Panasonic Inverter 2.5 HP CU/CS-PU24AKH-8,,4.8
101,Máy lạnh 2 chiều Daikin Inverter 3 HP FTHF71VAVMV,,
102,Máy lạnh Daikin Inverter 1.5 HP FTKZ35VVMV,,4
103,Máy lạnh tủ đứng LG Inverter 4 HP ZPNQ36GR5A0,,4.7
104,Máy lạnh âm trần LG Inverter 2.5 HP ZTNQ24GPLA0,28.340.000₫,4
105,Máy lạnh âm trần LG Inverter 4 HP ZTNQ36LNLA0 (3 Pha),37.640.000₫,
106,Máy lạnh âm trần LG Inverter 5 HP ZTNQ48LMLA0 (3 Pha),,
107,Máy lạnh Daikin Inverter 1.5 HP ATKF35XVMV,11.840.000₫,4.4
108,Máy lạnh âm trần 1 hướng LG Inverter 1.5 HP ZTNQ12GULA0,21.340.000₫,
109,Máy lạnh âm trần 1 hướng LG Inverter 2 HP ZTNQ18GTLA0,25.940.000₫,
110,Máy lạnh âm trần 1 hướng LG Inverter 2.5 HP ZTNQ24GTLA0,29.640.000₫,
111,Máy lạnh tủ đứng Samsung Inverter 4 HP AC036BNPDKC/TC,,5
112,Máy lạnh tủ đứng Samsung Inverter 5 HP AC048BNPDKC/TC 3 Pha,,
113,Máy lạnh Comfee Inverter 1 HP CFS-10VCB1,,4.5
114,Máy lạnh 2 chiều Daikin Inverter 2.5 HP FTHF60VAVMV,,
115,Máy lạnh Aqua Inverter 1 HP AQA-RUV10SAW,,
116,Máy lạnh LG Inverter 1 HP V10APFUV,10.230.000₫,4.3
117,Máy lạnh Daikin Inverter 2.5 HP FTKY60WVMV,,4
118,Máy lạnh tủ đứng LG Inverter 4 HP ZPNQ36LR5A0 (3 Pha),,
119,Máy lạnh tủ đứng LG Inverter 5 HP ZPNQ48LT3A0 (3 Pha),44.840.000₫,
120,Máy lạnh âm trần LG Inverter 4 HP ZTNQ36GNLA0,,4.3
121,Máy lạnh LG Inverter 1.5 HP V13WIN,8.430.000₫,4.0
122,Máy lạnh Gree Inverter 2 HP CHARM18CI,,4.5
123,Máy lạnh âm trần Samsung Inverter 3.5 HP AC100TN4DKC/EA (3 Pha),,
124,Máy lạnh Comfee Inverter 1.5 HP CFS-13VCB1,,4
125,Máy lạnh Samsung Wind-Free Inverter 2.5 HP AR24CYFCAWKNSV,20.590.000₫,
126,Máy lạnh Toshiba Inverter 2 HP RAS-H18E2KCVG-V,19.790.000₫,
127,Máy lạnh Toshiba Inverter 2.5 HP RAS-H24E2KCVG-V,,
128,Máy lạnh Midea Inverter 1 HP MSAG-10CRDN8,,4.2
129,Máy lạnh Panasonic Inverter 1.5 HP CU/CS-PU12WKH-8M,,3.9
130,Máy lạnh Panasonic 1 HP CU/CS-N9WKH-8M,,4.2
