id,name,price,point
31,Màn hình Asus ProArt PA248QV 24.1 inch FHD/IPS/75Hz/5ms/DisplayPort/HDMI/VGA/USB,4.990.000₫,4.7
32,Màn hình Viewsonic Gaming VX2479-HD-PRO 23.8 inch FHD/IPS/180Hz/1ms/HDMI,2.990.000₫,
33,Màn hình AOC 24B3CA2/74 23.8 inch FHD/IPS/100Hz/1ms/HDMI/TypeC,2.790.000₫,4.7
34,Màn hình Samsung ViewFinity S8 LS27B800PXEXXV 27 inch 4K/IPS/60Hz/5ms/HDR400/HDMI/TypeC,7.990.000₫,5
35,Màn hình Dell Ultrasharp U2723QE 27 inch 4K/IPS/60Hz/5ms/DisplayPort/TypeC,12.490.000₫,5
36,Màn hình MSI Gaming G274F 27 inch FHD/Rapid IPS/180Hz/1ms/HDMI,3.990.000₫,4.7
37,Màn hình Gaming Asus TUF VG279Q3A 27 inch FHD/IPS/180Hz/1ms/FreeSync/DisplayPort/HDMI,4.490.000₫,5
38,Màn hình AOC 24B20JH2/74 23.8 inch FHD/IPS/100Hz/1ms/HDMI,2.090.000₫,
39,Màn hình Asus ProArt PA278CV 27 inch 2K/IPS/75Hz/5ms/DisplayPort/TypeC,8.990.000₫,4.8
40,Màn hình HP V24i 23.8 inch FHD/IPS/75Hz/5ms/AMD FreeSync/HDMI,3.090.000₫,
41,Màn hình Dell E2423HN 23.8 inch FHD/VA/60Hz/5ms/HDMI,2.990.000₫,
42,Màn hình Asus ProArt PA278QV 27 inch 2K IPS/75Hz/5ms,7.390.000₫,4
43,Màn hình Gaming Acer K273 E 27 inch FHD/IPS/100Hz/1ms/HDMI,2.890.000₫,
44,Màn hình Gaming Acer Nitro KG0 KG240Y M5 23.8 inch FHD/IPS/180Hz/1ms/HDMI,3.190.000₫,
45,Màn hình Gaming Acer Nitro KG0 KG270 M5 27 inch FHD/IPS/180Hz/1ms/HDMI,3.690.000₫,5
46,Màn hình Viewsonic Gaming VX2779-HD-PRO 27 inch FHD/IPS/180Hz/1ms/HDMI,3.990.000₫,
47,Màn hình MSI Gaming MAG 27CQ6F 27 inch 2K/VA/180Hz/0.5ms,5.490.000₫,
48,Màn hình MSI Gaming MAG 275QF 27 inch 2K/VA/180Hz/0.5ms,5.590.000₫,
49,Màn hình MSI Gaming MPG 491CQP 49 inch 5K/QD-OLED/144Hz/0.03ms,25.190.000₫,
50,Apple Studio Display Standard 27inch Retina 5K/60Hz (MK0U3SA/A),38.490.000₫,
51,Màn hình MSI Gaming MPG 321URX 32 inch 4K/QD-OLED/240Hz/0.03ms,31.490.000₫,
52,Màn hình MSI Gaming MPG 271QRX 27 inch 2K/QD-OLED/360Hz/0.03ms,26.990.000₫,
53,Màn hình MSI Gaming MAG 271QPX E2 27 inch 2K/QD-OLED/240Hz/0.03ms,17.590.000₫,
54,Màn hình Xiaomi Gaming G Pro 27i 27 inch 2K/IPS/180Hz/1ms,8.490.000₫,
