id,name,price,point
98,Quạt trần Panasonic 4 cánh F-56XPG 59W,,
99,Quạt đứng Midea 5 cánh FS40-15QR 55W,,4.5
100,Quạt lửng Asia 5 cánh A16009-DV1 45W,,4.4
101,Quạt trần Panasonic 4 cánh F-56MPG-S 59W,,1
102,Quạt bàn Lifan 5 cánh B-398 45W,,4.0
103,Quạt sạc điện Sunhouse 5 cánh SHD7116 25W,,4.6
104,Quạt trần Panasonic 3 cánh F-60MZ2-MS 66W,,3.4
105,Quạt trần đảo Panasonic 3 cánh F-409QGO 45W,,5
106,Quạt sạc điện Rapido 7 cánh RBF-30 30W,,3.6
107,Quạt đứng Midea 5 cánh DC inverter FS40-15DR 55W,,3.9
108,Quạt trần Panasonic 5 cánh F-60TDN 37W,,5
109,Quạt trần Panasonic 4 cánh F-56MZG-GO 59W,,5
110,Quạt treo tường Comfee 3 cánh CF-WF4019VG 52W,,4
111,Quạt treo tường Asia 4 cánh L16022-XV0 55W,,4.2
112,Quạt đứng Gree 5 cánh FDWK-40X67Bh5 48W,,4
113,Quạt đứng Tefal 3 cánh Turbo Life VH659690 55W,,4.4
114,Quạt trần Mitsubishi Electric 4 cánh C56-RA4 CY-GY 64W,3.590.000₫,4.1
115,Quạt trần KDK 4 cánh M56PR(SIL) 59W,,3
116,Quạt trần Panasonic 3 cánh F-60MZ2-KL 66W,,5
117,Quạt trần Panasonic 3 cánh F-48DGL 31W,,
118,Quạt trần Panasonic 5 cánh F-60TAN 37W,,
119,Quạt đứng Midea 3 cánh FS40-18C 50W,,4.1
120,Quạt bàn Mitsubishi Electric 3 cánh D12-GV CY-RD 38W,,4.5
121,Quạt hộp Comfee 5 cánh CF-BF5016VH 55W,,2.8
122,Quạt đứng Asia 4 cánh D16026-XV0 55W,,4.4
123,Quạt bàn Asia 3 cánh B16001-XV1 45W,,4.1
124,Quạt trần AC DC inverter ACF02D525 30W,,3.6
125,Quạt trần KDK 4 cánh M56XR(GD) 59W,,4
126,Quạt trần KDK 5 cánh T60AW(SIL) 38.5W,,
127,Quạt trần KDK 4 cánh W56WV(BK) 39W,,
128,Quạt trần KDK 4 cánh W56WV(WH) 39W,,
129,Quạt trần Panasonic 3 cánh F-60MZ2-K 66W,,1
130,Quạt trần Panasonic 3 cánh F-60MZ2-L 66W,,4.3
131,Quạt trần Panasonic 3 cánh F-56NCL 70W,,
132,Quạt trần Panasonic 3 cánh F-56NCL-S 70W,,3
133,Quạt trần Panasonic 4 cánh F-56MZG-S 59W,,3
134,Quạt trần Panasonic 3 cánh F-48CZL 55W,,2.5
135,Quạt trần Panasonic 5 cánh F-60XDN 37W,,1
136,Quạt trần Panasonic 8 cánh F-80ZBR 57W,,
137,Quạt trần Panasonic 3 cánh F-60FV2-MS 74W,,
138,Quạt trần Panasonic 3 cánh F-60FV2 74W,,
139,Quạt bàn Asia B16001,,4.5
140,Quạt treo tường Midea 3 cánh FW40-15VFR 45W,,4.1
141,Quạt đứng Tefal 3 cánh VF3650-71 55W,,3.1
142,Quạt đứng Asia D16018-BV0,,3.8
143,Quạt lửng Comfee 3 cánh CF-FF4019VFW 40W,,4.0
144,Quạt lửng Asia 3 cánh A16019-XV0 45W,,4.1
145,Quạt đứng Midea 3 cánh FS40-18CB 50W,,4.1
146,Quạt đứng Asia 3 cánh D16027-TV0 45W,,4.1
147,Quạt treo tường Lifan 5 cánh T-N 2 45W,,4.5
148,Quạt trần Benny 3 cánh BDC60RM 33W,,
149,Quạt trần Benny 6 cánh XUFO22T 18W,,
150,Quạt trần Benny 6 cánh XUFO22T 18W,,
151,Quạt trần KDK 4 cánh M56PR(GD) 59W,,3
152,Quạt trần KDK 4 cánh M56XR(SIL) 59W,,5
153,Quạt trần KDK 3 cánh M60XG(SIL) 66W,,4
154,Quạt trần KDK 5 cánh DC inverter U60FW(SIL) 37W,,
155,Quạt trần KDK 5 cánh Z60WS(GY) 76W,,
156,Quạt trần KDK 5 cánh Z60WS(WH) 76W,,
157,Quạt trần KDK 3 cánh N56YG(BB) 75W,,4.1
158,Quạt trần KDK 3 cánh M11SU(SIL) 54W,,3
159,Quạt trần KDK 3 cánh M11SU(WH) 54W,,4
160,Quạt trần AC 5 cánh DC inverter ACF04D605 50W,,5
161,Quạt trần AC 5 cánh DC inverter ACF04D605 50W,,3.8
162,Quạt trần Panasonic 3 cánh F-60MZ2-KMS 66W,,3
163,Quạt trần Panasonic 3 cánh F-60MZ2-KS 66W,,
164,Quạt trần Panasonic 5 cánh F-60TDN-S 37W,,
165,Quạt trần Panasonic 5 cánh F-60XDN-W 37W,,
166,Quạt trần Panasonic 6 cánh F-70ZBP 51W,,
167,Quạt trần Panasonic 3 cánh F-60FV2-S 74W,,
168,Quạt trần Panasonic 3 cánh F-60FV2-L 74W,,
169,Quạt trần Panasonic 5 cánh F-60FEN 40W,,
